,utterance,intent
3948,How about from my acccount called Luka's checking,spending_history_update
3949,please elaborate more on wanting to view all from walmart also,spending_history_update
3950,What about my spending at evergreen,spending_history_update
3951,Can you show me my spendings from Dublin next?,spending_history_update
3952,show me from dell please,spending_history_update
3953,what about food and drink,spending_history_update
3954,How about on furniture,spending_history_update
3955,"Could you show me my spendings from San Jose next, please?",spending_history_update
3956,How much was from entertainment ,spending_history_update
3957,Show me for my money market account with number ending in digits 38493 instead,spending_history_update
3958,Can you show me a spending list for Atlanta instead?,spending_history_update
3959,questioning and wanting all purchases for retail clothing currently thanks,spending_history_update
3960,And what about for entertainment,spending_history_update
3961,Could you show me all my Amazon spendings instead?,spending_history_update
3962,I need to see my spending list for Ann arbor instead,spending_history_update
3963,"Can you show me my spendings from Atlanta, please?",spending_history_update
3964,"Could you show me all my recent CVS spendings instead, please?",spending_history_update
3965,show me from ralphs instead thanks so much,spending_history_update
3966,Could you show me my grocery spendings?,spending_history_update
3967,Bring up my spendings that involved clothes.,spending_history_update
3968,What about from when i was in Detroit,spending_history_update
3969,And was there any from food and drink expenses,spending_history_update
3970,Was there any expenditure on Watches,spending_history_update
3971,"hi there, wanting all purchases for fast food",spending_history_update
3972,I was on now wanting all purchases for fast food,spending_history_update
3973,"Can you show me my spendings from Chicago next, please?",spending_history_update
3974,I wish to see just from Amazon instead,spending_history_update
3975,show me amazon please thanks,spending_history_update
3976,I was on now wanting all purchases for retail clothing?,spending_history_update
3977,show me only amazon,spending_history_update
3978,I was on now wanting all purchases for retail clothing,spending_history_update
3979,Show me the spendings from when I was in Los Angeles.,spending_history_update
3980,I wanna see my spending list for Ann arbor instead,spending_history_update
3981,How much was used from my trip to Germany,spending_history_update
3982,What about from Lackhan's savings,spending_history_update
3983,hi more information on wanting all purchases for fast food now,spending_history_update
3984,what about from my shopping spree last Tuesday at Corla's bar ,spending_history_update
3985,Can I print the Atlanta spending list?,spending_history_update
3986,Could you show me my TJ Maxx spendings instead?,spending_history_update
3987,show me lucky please thank u,spending_history_update
3988,show me from safeway if u could,spending_history_update
3989,I gotta see my spending list for Ann arbor instead,spending_history_update
3990,show me amazon please thank u,spending_history_update
3991,right now lookin for spendings in seattle is happening now,spending_history_update
3992,what about in flint,spending_history_update
3993,were there any other expenditure from my trip to Antigua and Barbuda,spending_history_update
3994,How about spending for amazon in new mexice,spending_history_update
3995,"Will you show me all my CVS spendings instead, please?",spending_history_update
3996,What about from Raul's savings,spending_history_update
3997,Can you show me all my recent Trader Joes spendings instead?,spending_history_update
3998,I got to see my spending list for Ann arbor instead,spending_history_update
3999,right now lookin for spendings in seattle is happening ok,spending_history_update
4000,"Can you show me all my CVS spendings instead, please?",spending_history_update
4001,What about in the last month,spending_history_update
4002,Show me for my savings account with number ending in digits 38492212 instead,spending_history_update
4003,"if you can, interested in and lookin for spendings in seattle now",spending_history_update
4004,What about from Regenald's savings,spending_history_update
4005,Just the spendings for movie tickets please.,spending_history_update
4006,What about my spending at walmart,spending_history_update
4007,more info on lookin for spendings in seattle etc please,spending_history_update
4008,How about from christopher's account,spending_history_update
4009,show me from amazon please thanks a lot,spending_history_update
4010,Is there a way to show me my activity in Chicago for June?,spending_history_update
4011,Let me see my spending list for Ann arbor instead,spending_history_update
4012,Can you make it so it only shows the Reebok spendings?,spending_history_update
4013,were there any other expenditure from my trip to mexico,spending_history_update
4014,"Could you show me my grocery spendings, please?",spending_history_update
4015,interested in and wanting to view all from walmart?,spending_history_update
4016,"Could you show me my spendings from Atlanta next, please?",spending_history_update
4017,what about from my shopping spree last Wednesday at Clinc,spending_history_update
4018,how about for detroit instead,spending_history_update
4019,I need a list of all my spendings done during my vacation in Chicago.,spending_history_update
4020,Could you show me all my Target spendings instead?,spending_history_update
4021,And what about for trips,spending_history_update
4022,need how is the wanting all purchases for fast food done,spending_history_update
4023,Can you show me my spendings from Paris next?,spending_history_update
4024,How about insurance spendings,spending_history_update
4025,"Can you show me all my recent Petco spendings, please?",spending_history_update
4026,show me for bars,spending_history_update
4027,show me for hardware stores plz,spending_history_update
4028,show me the ones from dell thank u,spending_history_update
4029,"Can you show me my spendings from Dublin next, please?",spending_history_update
4030,"Will you show me all my Amazon spendings, please?",spending_history_update
4031,Close this list and open up the list for Walmart.,spending_history_update
4032,Would you show me all my Amazon spendings instead?,spending_history_update
4033,i would like to see just from apple instead,spending_history_update
4034,explain wanting all purchases for fast food.,spending_history_update
4035,I would like a list of all spendings outside of New York please.,spending_history_update
4036,the concept of wanting to view all from Sears is something I want more info on ok,spending_history_update
4037,What about from my 54389222 account,spending_history_update
4038,Can you sort spending so I only see those from Seattle?,spending_history_update
4039,how about wanting to view all from Sears concerns what else for this,spending_history_update
4040,what is the wanting to view all from walmart thank you,spending_history_update
4041,"need wanting all purchases for retail clothing, need more info on this",spending_history_update
4042,"Can you show me my spendings from airlines next, please?",spending_history_update
4043,show me from old navy thanks so much,spending_history_update
4044,let me see just from Amazon instead,spending_history_update
4045,show me from dell please thanks a lot,spending_history_update
4046,"have question, wanting to view all from walmart concerns what else need help",spending_history_update
4047,"Can you show me my spendings from bars, please?",spending_history_update
4048,need lookin for spendings in seattle is about what?,spending_history_update
4049,Can you show me my spendings from San Jose?,spending_history_update
4050,What about from my 1020993200101 account,spending_history_update
4051,Can you show me all my recent Trader Joes spendings?,spending_history_update
4052,What about my checking account,spending_history_update
4053,What about from when i was in new mexico,spending_history_update
4054,I want to see just the spendings from KFC.,spending_history_update
4055,Can you list the spendings out from San Diego?,spending_history_update
4056,What about my checking account ending with number 389422013 at walmart,spending_history_update
4057,show me from old navy plz,spending_history_update
4058,I need to see my spending list for Ann arbor instead now,spending_history_update
4059,What about from amazon,spending_history_update
4060,Please give me the spendings for Target only.,spending_history_update
4061,show me from safeway plz,spending_history_update
4062,"Could you show me my spendings from Paris next, please?",spending_history_update
4063,"hello, can you help with lookin for spendings in seattle",spending_history_update
4064,Can you change the spendings list to Kohl's?,spending_history_update
4065,What about my spending from when i was in Ann arbor,spending_history_update
4066,have issue more information on lookin for spendings in seattle?,spending_history_update
4067,show me for food,spending_history_update
4068,"how about wanting to view all from target, want to learn more now",spending_history_update
4069,"Can you show me my spendings from restaurants next, please?",spending_history_update
4070,"Could you show me my TJ Maxx spendings instead, please?",spending_history_update
4071,"if you can, is more info available on lookin for spendings in seattle",spending_history_update
4072,show me from dell please thank u,spending_history_update
4073,"Scratch that query for savings, what about from my Money market account",spending_history_update
4074,show me for hardware stores,spending_history_update
4075,"Will you show me all my recent Walgreens spendings, please?",spending_history_update
4076,What about in new mexico for amazon spendings,spending_history_update
4077,What about from Raychiel's savings,spending_history_update
4078,what is the wanting all purchases for fast food issue all about?,spending_history_update
4079,Can you show me my spendings from Dublin?,spending_history_update
4080,"hi there, more info requested on lookin for spendings in seattle",spending_history_update
4081,Please show me the Adobe spendings that have have occurred.,spending_history_update
4082,show me from old navy plz thanks a lot,spending_history_update
4083,let me see the spendings from Dallas.,spending_history_update
4084,show me lucky please thanks so much,spending_history_update
4085,"Could you show me my recent Whole Foods spendings instead, please?",spending_history_update
4086,how about in miami,spending_history_update
4087,help with wanting to view all from target please,spending_history_update
4088,show me lucky plz,spending_history_update
4089,"Can you show me my spendings from San Francisco, please?",spending_history_update
4090,"Scratch that query for checking, what about from my account called Department Store",spending_history_update
4091,questioning and wanting all purchases for retail clothing currently?,spending_history_update
4092,"Instead of Detroit, could I see my spendings for Flint?",spending_history_update
4093,can you help with lookin for spendings in seattle,spending_history_update
4094,show me from gap please,spending_history_update
4095,show me addidas thanks so much,spending_history_update
4096,lookin for spendings in seattle is done how here now,spending_history_update
4097,show me from dell please thanks,spending_history_update
4098,wanting all purchases for retail clothing works how,spending_history_update
4099,show me from safeway please if you would,spending_history_update
4100,"Would you show me my clothing spendings next, please?",spending_history_update
4101,"Will you show me all my recent Petco spendings instead, please?",spending_history_update
4102,show me for bars thanks so much,spending_history_update
4103,what about in detroit,spending_history_update
4104,How about from my chase account at Home Depot,spending_history_update
4105,Show me for my money market account with number ending in digits 1022 instead,spending_history_update
4106,show me amazon please,spending_history_update
4107,What about on electronics,spending_history_update
4108,"Would you show me all my Amazon spendings, please?",spending_history_update
4109,Can you show me a spending list for Nashville instead?,spending_history_update
4110,How much was used from my trip to new york,spending_history_update
4111,allow me to see just from Amazon instead,spending_history_update
4112,I wish to see spendings for groceries instead,spending_history_update
4113,And was there any from traveling expenses,spending_history_update
4114,"Instead of showing my spendings from Stamford, I'd rather see the ones from Norwalk.",spending_history_update
4115,Were there any other spendings on Sava's restaurant,spending_history_update
4116,What about from Raychiel's account,spending_history_update
4117,Could you show me all my Target spendings?,spending_history_update
4118,I should see just from microsoft instead,spending_history_update
4119,Could you show me my spendings from Chicago next?,spending_history_update
4120,Can you show me my spendings from bars next?,spending_history_update
4121,wanting to view all from walmart tell me more on this aspect,spending_history_update
4122,I have to see just from microsoft instead,spending_history_update
4123,wanting all purchases for fast food functions in what way also,spending_history_update
4124,Could you show me all my recent CVS spendings?,spending_history_update
4125,What about my savings account ending with number 748389223 in Germany,spending_history_update
4126,interested in and wanting all purchases for fast food,spending_history_update
4127,show me from safeway please thanks so much,spending_history_update
4128,What about from walmart,spending_history_update
4129,Bring up only the spendings from amazon.,spending_history_update
4130,show me lucky,spending_history_update
4131,Can I take a look at the spending history for Washington?,spending_history_update
4132,show me the ones from dell,spending_history_update
4133,What about from my traveling around town,spending_history_update
4134,what about in new mexic,spending_history_update
4135,show me only amazon thanks so much,spending_history_update
4136,Can you show me my spendings from Atlanta next?,spending_history_update
4137,May I see a list for movie theaters instead?,spending_history_update
4138,Can you show me all my CVS spendings?,spending_history_update
4139,If not from my checking how about from my Money market account,spending_history_update
4140,What about new york,spending_history_update
4141,I want to see spendings for groceries instead,spending_history_update
4142,What about my savigs account at walmart,spending_history_update
4143,Show me for my savings account with number ending in digits 34412 instead,spending_history_update
4144,What about my savings account ending with number 39294922134 at target,spending_history_update
4145,What about from my caaount named Zephyr,spending_history_update
4146,were there any other expenditure from my trip to Guyana,spending_history_update
4147,I want the spendings I made at fast food restaurants.,spending_history_update
4148,show me from amazon please,spending_history_update
4149,Would you show me my Costco spendings?,spending_history_update
4150,i want to see for grocery stores thank u,spending_history_update
4151,show only for amazon this time,spending_history_update
4152,lookin for spendings in seattle functions in what way need help,spending_history_update
4153,Will you show me all my Amazon spendings instead?,spending_history_update
4154,What spendings are there for Idaho?,spending_history_update
4155,Any  spending from amazon,spending_history_update
4156,Give me all my spendings from when I was in Alabama.,spending_history_update
4157,What about Darian's savings account from that trip,spending_history_update
4158,What about from Micro Center,spending_history_update
4159,"Can you show me my spendings from Atlanta next, please?",spending_history_update
4160,how about need your help on wanting all purchases for retail clothing,spending_history_update
4161,"Can you show me my Costco spendings, please?",spending_history_update
4162,I want to see my spending list for Ann arbor instead,spending_history_update
4163,show me from old navy plz thanks,spending_history_update
4164,browsing for an answer wanting to view all from walmart please,spending_history_update
4165,I rather see my spending list from Texas rather than California.,spending_history_update
4166,"Could you show me my spendings from Chicago next, please?",spending_history_update
4167,Ahd was there any from traveling expenses,spending_history_update
4168,"Could you show me all my CVS spendings instead, please?",spending_history_update
4169,show me from ralphs instead thanks,spending_history_update
4170,I'd like to see just from microsoft instead,spending_history_update
4171,were there any other expenditure from my trip to Canada,spending_history_update
4172,"Could you show me all my recent Whole Foods spendings instead, please?",spending_history_update
4173,What about from my 9482901 account,spending_history_update
4174,"Could you show me my spendings from San Francisco next, please?",spending_history_update
4175,Can i see my spending for huntsville,spending_history_update
4176,show me only amazon plz,spending_history_update
4177,And what about for electronics,spending_history_update
4178,show me from dell,spending_history_update
4179,What about on Macy's,spending_history_update
4180,"Now, let me check the spendings from Michael's.",spending_history_update
4181,show me addidas plpease,spending_history_update
4182,I want to see the spendings from New Orleans.,spending_history_update
4183,Was there any expenditure on food and drink,spending_history_update
4184,can you explain the wanting to view all from walmart thing,spending_history_update
4185,"Can you show me my recent Trader Joes spendings instead, please?",spending_history_update
4186,How much was used from my trip to Essiquibo,spending_history_update
4187,How about on trips,spending_history_update
4188,I need to see just from microsoft instead,spending_history_update
4189,show me from safeway please,spending_history_update
4190,what about for in miami,spending_history_update
4191,How about from Charley's account,spending_history_update
4192,"have question, is more info available on wanting to view all from target",spending_history_update
4193,i want to see for grocery stores thx,spending_history_update
4194,"Can you show me all my recent Petco spendings instead, please?",spending_history_update
4195,Can you show me my Costco spendings?,spending_history_update
4196,"Will you show me all my Amazon spendings instead, please?",spending_history_update
4197,i would like to see just from microsoft instead,spending_history_update
4198,What about from when i was in Ann Arbor Michigan,spending_history_update
4199,I wish to see just from microsoft instead,spending_history_update
4200,How about for the last seven days,spending_history_update
4201,What about from my money market account when i was in germany,spending_history_update
4202,show me from old navy plz thank u,spending_history_update
4203,What about from the trip last Thursday,spending_history_update
4204,Will you show me all my recent Walgreens spendings instead?,spending_history_update
4205,"if you can, lookin for spendings in seattle give me more on this",spending_history_update
4206,What about My spending from st Kitts and Nevis,spending_history_update
4207,What about my IRA account,spending_history_update
4208,What about from the trip last weekend,spending_history_update
4209,Any spending from walmart,spending_history_update
4210,If not from my checking how about from my savings account,spending_history_update
4211,"Could you show me my TJ Maxx spendings, please?",spending_history_update
4212,How about on maternal care,spending_history_update
4213,show me for food please,spending_history_update
4214,wanting all purchases for retail clothing works how thanks,spending_history_update
4215,I must see spendings for groceries instead,spending_history_update
4216,would like to know more on how to do the wanting to view all from walmart,spending_history_update
4217,Show me for my money market account with number ending in digits 0928389 instead,spending_history_update
4218,wanting to view all from target is something I would like more explanation on thanks,spending_history_update
4219,Could you show me all my CVS spendings instead?,spending_history_update
4220,I would like all entertainment spendings,spending_history_update
4221,How much money did I spend at Walmart this year?,spending_history_update
4222,"have question, please elaborate more on wanting to view all from walmart",spending_history_update
4223,"Could you show me my recent Petco spendings instead, please?",spending_history_update
4224,"Scratch that query for checking, what about from my IRA",spending_history_update
4225,"I went to Houston, I want to see those spendings.",spending_history_update
4226,show for new york instead,spending_history_update
4227,Can I print the spending list?,spending_history_update
4228,Could you show me my grocery spendings instead?,spending_history_update
4229,I got to see just from Amazon instead now,spending_history_update
4230,is more info available on wanting to view all from walmart for this,spending_history_update
4231,need your help on wanting to view all from target ok,spending_history_update
4232,"if you can, wanting to view all from target involves what for me",spending_history_update
4233,Could you show me all my Amazon spendings?,spending_history_update
4234,show me fron nike instead,spending_history_update
4235,show me lucky please thanks,spending_history_update
4236,how about in florida,spending_history_update
4237,I need to see the spendings for only groceries.,spending_history_update
4238,i want to see for grocery stores please,spending_history_update
4239,What amout charges from account 838492302,spending_history_update
4240,I need a list of everything from my vacation in California please,spending_history_update
4241,Please show me the healthcare spendings,spending_history_update
4242,"if you can, can you explain the wanting to view all from walmart thing?",spending_history_update
4243,"Would you show me my Costco spendings, please?",spending_history_update
4244,"Would you show me all my recent Whole Foods spendings, please?",spending_history_update
4245,How much money was spent for groceries instead,spending_history_update
4246,I gotta see just from microsoft instead,spending_history_update
4247,show me from amazon please thanks,spending_history_update
4248,need I was on now wanting all purchases for fast food now,spending_history_update
4249,what about from my shopping spree last Friday at Forever21,spending_history_update
4250,more info on wanting to view all from target etc need help,spending_history_update
4251,What about my savings account,spending_history_update
4252,How about from my acccount called G2 Esports,spending_history_update
4253,Scratch that show me my spending for my trip to new york instead,spending_history_update
4254,What about my spending at Micro center,spending_history_update
4255,"if you can, interested in and wanting all purchases for retail clothing?",spending_history_update
4256,Now I'd like to see all meals out,spending_history_update
4257,I want to see for new york instead,spending_history_update
4258,hi currently wanting to view all from target,spending_history_update
4259,I must see my spending list for Ann arbor instead,spending_history_update
4260,Show me a list of auto repair shops.,spending_history_update
4261,How much was for entertainment instead,spending_history_update
4262,what about for the last 6 weeks,spending_history_update
4263,i want to see for grocery stores thank u a lot,spending_history_update
4264,What about Darian's savings account from that,spending_history_update
4265,Could you show me all my recent Petco spendings?,spending_history_update
4266,I want to see just from Amazon insteadc,spending_history_update
4267,show me for bars thanks a lot,spending_history_update
4268,"Can you show me my spendings from Paris next, please?",spending_history_update
4269,i want to see for grocery stores thanks,spending_history_update
4270,show me addidas plz,spending_history_update
4271,I must see just from microsoft instead,spending_history_update
4272,Can you show me my spendings from restaurants?,spending_history_update
4273,show me lucky please,spending_history_update
4274,how about browsing for an answer wanting to view all from walmart,spending_history_update
4275,Show me for my money market account with number ending in digits 38492212 instead,spending_history_update
4276,Could you show me all my recent Petco spendings next?,spending_history_update
4277,How about for the first day,spending_history_update
4278,Would you show me my TJ Maxx spendings instead?,spending_history_update
4279,"hello, help with wanting to view all from walmart also",spending_history_update
4280,need is more info available on lookin for spendings in seattle now,spending_history_update
4281,thinking of lookin for spendings in seattle concerns what else,spending_history_update
4282,How am I able to just see my bills only?,spending_history_update
4283,hi lookin for spendings in seattle is about what need help,spending_history_update
4284,"Could you show me all my Target spendings, please?",spending_history_update
4285,Can I see a list of spendings from just Maine?,spending_history_update
4286,"if you can, what is the wanting all purchases for fast food?",spending_history_update
4287,tell me all about wanting to view all from walmart for this,spending_history_update
4288,i want to see for grocery stores plz,spending_history_update
4289,show me for bars thank u,spending_history_update
4290,show me for bars thanks,spending_history_update
4291,What were my spendings for Columbus?,spending_history_update
4292,show me for food thank u,spending_history_update
4293,If not from my savings how about from my IRA account,spending_history_update
4294,I need information for all of my spendings in July in Florida.,spending_history_update
4295,show me from old navy plz thanks so much,spending_history_update
4296,show me from ralphs instead thanks a lot,spending_history_update
4297,show me amazon please thx,spending_history_update
4298,"Can you show me all my CVS spendings next, please?",spending_history_update
4299,"Could you show me my spendings from airlines next, please?",spending_history_update
4300,Let me view the list for Abercrombie and Fitch.,spending_history_update
4301,show me from gap please thanks a lot,spending_history_update
4302,Can you show me my spendings from San Diego next?,spending_history_update
4303,show me all spendings from Seattle.,spending_history_update
4304,What about from my traveling around New York,spending_history_update
4305,show me for texas instead,spending_history_update
4306,What about from Lakeram's savings,spending_history_update
4307,How about from Marcel's money rack account,spending_history_update
4308,show me for hardware stores thank u,spending_history_update
4309,show me amazon please thank u so much,spending_history_update
4310,hello. let me know more on wanting to view all from walmart please,spending_history_update
4311,Can you show me my spendings from San Francisco?,spending_history_update
4312,show me spendings for nashville,spending_history_update
4313,Any spending from amazon,spending_history_update
4314,Show me the spendings from Target.,spending_history_update
4315,Could you show me a list of spendings for pet store purchases?,spending_history_update
4316,Can you show me everything from Florida?,spending_history_update
4317,Any spending from Google play store,spending_history_update
4318,I need a list for what I did in Georgia.,spending_history_update
4319,Could you show me my clothing spendings next?,spending_history_update
4320,What about from my traveling around Michigan,spending_history_update
4321,Can you show me my spendings from San Francisco next?,spending_history_update
4322,Could you show me my spendings from Paris next?,spending_history_update
4323,more information on wanting to view all from walmart also,spending_history_update
4324,lookin for spendings in seattle is done how here please,spending_history_update
4325,show me from dell thanks,spending_history_update
4326,Can you please list the spendings for Home Depot for last year?,spending_history_update
4327,Have I been spending too much at Taco Bell? Bring up those spendings.,spending_history_update
4328,Can I see my New York spendings instead of New Jersey?,spending_history_update
4329,Can you show me my Costco spendings next?,spending_history_update
4330,i would like to see for clothing also,spending_history_update
4331,show me from safeway thank u,spending_history_update
4332,Any spending from sava's restaurant,spending_history_update
4333,show me from dell thank u,spending_history_update
4334,show me lucky please thanks a lot,spending_history_update
4335,allow me to see spendings for groceries instead,spending_history_update
4336,wanting to view all from Sears functions in what way too,spending_history_update
4337,Could I please see the spendings for Pizza Hut in the past 30 days?,spending_history_update
4338,How about from my acccount called Vacation savings,spending_history_update
4339,"as far as wanting to view all from target is concerned, is there more information now",spending_history_update
4340,"Could you show me my spendings from Dublin next, please?",spending_history_update
4341,Could I see my spendings for clothes this time,spending_history_update
4342,I want to see all my purchases from Boston.,spending_history_update
4343,Could you show me all my recent Whole Foods spendings next?,spending_history_update
4344,interested in and wanting all purchases for fast food need help,spending_history_update
4345,I need to really see my spending list for Ann arbor instead,spending_history_update
4346,How about on food and drinks,spending_history_update
4347,Could you show me my spendings from restaurants?,spending_history_update
4348,show me for hardware stores thanks,spending_history_update
4349,What about for spendings from ann arbor ,spending_history_update
4350,If not from my savings how about from my checking account,spending_history_update
4351,I got to see spendings for groceries instead now,spending_history_update
4352,What about my spending at Courts,spending_history_update
4353,What about from Macy's,spending_history_update
4354,show me from safeway,spending_history_update
4355,Start over and show me the results for Target.,spending_history_update
4356,"have question, tell me all about wanting to view all from target",spending_history_update
4357,"Can you show me my spendings from Dublin, please?",spending_history_update
4358,i want to see for grocery stores,spending_history_update
4359,how about please elaborate more on lookin for spendings in seattle,spending_history_update
4360,If not from my savings how about from my money market account,spending_history_update
4361,show me for food thanks,spending_history_update
4362,What about charges to mother's checking account,spending_history_update
4363,Can you show me my spendings from Paris?,spending_history_update
4364,Will you show me all my recent Petco spendings instead?,spending_history_update
4365,Can I see the spendings for Burger King now?,spending_history_update
4366,"Can you show me my spendings from San Diego, please?",spending_history_update
4367,currently lookin for spendings in seattle thanks,spending_history_update
4368,"What are my Milford spendings, not Fairfield, from Connecticut?",spending_history_update
4369,How much as from my trip to new york,spending_history_update
4370,how about interested in and lookin for spendings in seattle,spending_history_update
4371,show me from safeway please thank u so much,spending_history_update
4372,How about from Reggie's account,spending_history_update
4373,"have question, let me know more on wanting all purchases for fast food",spending_history_update
4374,I got to see spendings for groceries instead,spending_history_update
4375,"Scratch that query for checking, what about from my account called Depo",spending_history_update
4376,more info on wanting all purchases for fast food etc for me,spending_history_update
4377,the concept of wanting to view all from Sears is something I want more info on.,spending_history_update
4378,"I've been going to Burger King a lot recently, bring me those spendings.",spending_history_update
4379,I'd like the spendings for San Diego please.,spending_history_update
4380,"I was in California recently, bring up a list of spendings from there.",spending_history_update
4381,hi I was on now wanting to view all from target please,spending_history_update
4382,"Can you show me my spendings from Sacramento, please?",spending_history_update
4383, How about from the money market account ,spending_history_update
4384,I want to see a list of spendings in Wyoming and not Colorado.,spending_history_update
4385,show me from ralphs instead,spending_history_update
4386,"Can you show me my spendings from San Jose next, please?",spending_history_update
4387,how about wanting to view all from target works how for me,spending_history_update
4388,give me a list of spendings that occurred in Toronto.,spending_history_update
4389,What about my spending at google play store,spending_history_update
4390,currently wanting all purchases for fast food?,spending_history_update
4391,what about in th elast year,spending_history_update
4392,What about from my 364729131231 account,spending_history_update
4393,"hi there, need your help on lookin for spendings in seattle for me",spending_history_update
4394,"Can you show me my recent Petco spendings instead, please?",spending_history_update
4395,Can you show me my spendings from restaurants next?,spending_history_update
4396,let me see for orlando instead,spending_history_update
4397,"Can you show me my Costco spendings next, please?",spending_history_update
4398,what is the wanting all purchases for retail clothing,spending_history_update
4399,hi more info requested on wanting to view all from target also,spending_history_update
4400,What about from my 398249229924 account,spending_history_update
4401,I would like to see a list of gas stations.,spending_history_update
4402,can you explain the lookin for spendings in seattle thing too,spending_history_update
4403,"Would you show me all my recent Whole Foods spendings instead, please?",spending_history_update
4404,please elaborate more on wanting to view all from walmart,spending_history_update
4405,"Can you show me all my recent Trader Joes spendings, please?",spending_history_update
4406,Can you show me everything for Doraville Georgia?,spending_history_update
4407,have issue tell me all about wanting all purchases for retail clothing,spending_history_update
4408,wanting all purchases for fast food is done how here,spending_history_update
4409,Can you show me my spendings from San Jose next?,spending_history_update
4410,let me see my spending list for Ann arbor instead,spending_history_update
4411,What about from when i was in New mexico,spending_history_update
4412,what about in new york,spending_history_update
4413,And what about for expensed from the movies,spending_history_update
4414,Show me for my savings account with number ending in digits 394783 instead,spending_history_update
4415,show me only amazon thanks,spending_history_update
4416,What about from my 102093200222 account,spending_history_update
4417,"Can you show me my TJ Maxx spendings instead, please?",spending_history_update
4418,show me from amazon please thank you,spending_history_update
4419,I want to see just from Amazon instead,spending_history_update
4420,show me for food thanks so much,spending_history_update
4421,Can you show me my spendings from bars?,spending_history_update
4422,thinking of tell me more on lookin for spendings in seattle,spending_history_update
4423,Do you have any spendings from the state of Kentucky?,spending_history_update
4424,Can you show me from new york instead?,spending_history_update
4425,"Could you show me all my Amazon spendings, please?",spending_history_update
4426,Scratch that show me my spending for my trip to new york instea,spending_history_update
4427,wanting to view all from walmart is what I am currently looking for if possible,spending_history_update
4428,thinking of wanting to view all from walmart,spending_history_update
4429,show me from safeway please thx,spending_history_update
4430,And what about for food and drinks,spending_history_update
4431,Can you show me from california instead?,spending_history_update
4432,Would you show me my Costco spendings instead?,spending_history_update
4433,What about my savings account ending with number 877364673732 in Canada,spending_history_update
4434,hi wanting to view all from Sears is about what?,spending_history_update
4435,I got to see just from Amazon instead,spending_history_update
4436,"Scratch that query for checking, what about from my account called Extra savings",spending_history_update
4437,How about from my acccount called Mischife,spending_history_update
4438,show me from safeway please thank u,spending_history_update
4439,Can you show me my spendings from Sacramento?,spending_history_update
4440,Any spending from Macy's,spending_history_update
4441,"Would you show me my TJ Maxx spendings instead, please?",spending_history_update
4442,I want to see the spendings from apple.,spending_history_update
4443,"if you can, wanting to view all from target involves what",spending_history_update
4444,What about my money market account,spending_history_update
4445,I want to see the set of spendings that were used at Goodwill stores.,spending_history_update
4446,How about for those in ann arbor,spending_history_update
4447,Would you show me all my recent Whole Foods spendings?,spending_history_update
4448,What about in california,spending_history_update
4449,I only want the spendings from Italy to appear.,spending_history_update
4450,explain wanting to view all from walmart,spending_history_update
4451,I need to see spendings for groceries instead,spending_history_update
4452,Please give me a list of spendings in Ohio and not Michigan.,spending_history_update
4453,hello. wanting to view all from walmart functions in what way?,spending_history_update
4454,How about from rack account,spending_history_update
4455,Could you show me all my recent CVS spendings instead?,spending_history_update
4456,I need see spendings for groceries instead,spending_history_update
4457,What about my spending at Chicken Hut,spending_history_update
4458,I wish to see my spending list for Ann arbor instead,spending_history_update
4459,"Can you show me my spendings from San Diego next, please?",spending_history_update
4460,Can you show me all my CVS spendings instead?,spending_history_update
4461,What about from miami,spending_history_update
4462,Please show me spendings from car washes.,spending_history_update
4463,Will you show me all my CVS spendings instead?,spending_history_update
4464,hello. explain how the wanting to view all from walmart is done thank you,spending_history_update
4465,show me the ones from dell please,spending_history_update
4466,tell me more on lookin for spendings in seattle need help,spending_history_update
4467,I should see my spending list for Ann arbor instead,spending_history_update
4468,How about on child care,spending_history_update
4469,Were there any other spendings on Sava's restaurant ,spending_history_update
4470,Show me for my money market account with number ending in digits 998837 instead,spending_history_update
4471,And was there any from Moving expenses,spending_history_update
4472,show me from gap please thanks so much,spending_history_update
4473,"Can you show me my spendings from Sacramento next, please?",spending_history_update
4474,I would like to see all the spendings I made at the ATM.,spending_history_update
4475,"Can you show me my spendings from bars next, please?",spending_history_update
4476,I need to see just from Amazon instead,spending_history_update
4477,"Can you show me all my spendings from Sacramento next, please?",spending_history_update
4478,Was there any expendature on furnature?,spending_history_update
4479,I have to see spendings for groceries instead,spending_history_update
4480,Could you show me my clothing spendings?,spending_history_update
4481,allow me to see just from microsoft instead,spending_history_update
4482,What about my spending from when i was in michigan,spending_history_update
4483,What about from my 10100101991991 account,spending_history_update
4484,tell me the spending for amazon instead,spending_history_update
4485,"Would you show me my TJ Maxx spendings, please?",spending_history_update
4486,"if you can, explain wanting to view all from walmart",spending_history_update
4487,Is it possible to get all my spendings just for Peoria?,spending_history_update
4488,Could you show me all my recent Petco spendings instead?,spending_history_update
4489,I will see just from microsoft instead,spending_history_update
4490,"I want all spendings from NC, Eastover",spending_history_update
4491,what about from my shopping spree last monday at Micro Center,spending_history_update
4492,What about from the trip last Year,spending_history_update
4493,Was there any spending on Best Buy products?,spending_history_update
4494,show me from dell thanks so much,spending_history_update
4495,Can you show me my spendings from San Diego?,spending_history_update
4496,need wanting to view all from walmart works how please,spending_history_update
4497,show me from safeway please thanks,spending_history_update
4498,What about my spending at amazon,spending_history_update
4499,"I need my spendings from Louisiana, not Tennessee.",spending_history_update
